order_date,product_name,category,item_price,units_sold,revenue,units_returned,refund_amount,cogs,repeat_order_pct
2025-04-03,Linen Maxi Dress,Dresses,95.24,1,95.24,0,0.0,35.96,0.304
2025-04-03,Organic Shirt Dress,Dresses,81.09,1,81.09,0,0.0,29.05,0.3013
2025-04-03,Knit Sweater Dress,Dresses,94.69,1,94.69,0,0.0,34.07,0.3073
2025-04-03,Recycled Sneakers,Footwear,93.34,1,93.34,0,0.0,40.23,0.2701
2025-04-03,Leather Ankle Boots,Footwear,134.97,1,134.97,0,0.0,55.35,0.292
2025-04-03,Canvas Slip-Ons,Footwear,61.13,1,61.13,0,0.0,26.85,0.2909
2025-04-03,Weekend Travel Bag,Bags,89.83,1,89.83,0,0.0,30.18,0.3392
2025-04-03,Canvas Tote,Bags,45.46,1,45.46,0,0.0,15.2,0.2629
2025-04-03,Crossbody Bag,Bags,65.3,1,65.3,0,0.0,20.81,0.326
2025-04-03,Bamboo Sunglasses,Accessories,34.6,2,69.21,0,0.0,21.08,0.301
2025-04-03,Recycled Beanie,Accessories,22.68,1,22.68,0,0.0,6.9,0.3374
2025-04-03,Cork Wallet,Accessories,29.76,1,29.76,0,0.0,9.34,0.2657
2025-04-03,Organic Socks 3-Pack,Accessories,17.34,1,17.34,0,0.0,5.19,0.3049
2025-04-03,Hemp Belt,Accessories,25.27,1,25.27,0,0.0,7.38,0.3186
2025-04-03,Seamless Sports Bra,Activewear,46.57,1,46.57,0,0.0,17.51,0.2959
2025-04-03,Running Tank,Activewear,37.22,1,37.22,0,0.0,13.76,0.3103
2025-04-04,Classic Essential Tee,Tops,40.42,5,202.12,0,0.0,80.6,0.2869
2025-04-04,Organic V-Neck,Tops,46.35,3,139.05,0,0.0,52.53,0.3239
2025-04-04,Linen Relaxed Shirt,Tops,59.93,3,179.8,0,0.0,70.92,0.2846
2025-04-04,Oversized Crop Top,Tops,35.63,2,71.27,0,0.0,27.8,0.3365
2025-04-04,Merino Wool Polo,Tops,65.93,1,65.93,0,0.0,25.12,0.3158
2025-04-04,Organic Joggers,Bottoms,59.1,3,177.29,0,0.0,63.36,0.259
2025-04-04,High-Rise Wide Leg,Bottoms,75.07,2,150.14,0,0.0,51.02,0.283
2025-04-04,Relaxed Chinos,Bottoms,68.89,2,137.77,0,0.0,46.06,0.2642
2025-04-04,Linen Shorts,Bottoms,47.66,1,47.66,0,0.0,16.93,0.2594
2025-04-04,Denim Straight Leg,Bottoms,93.37,1,93.37,0,0.0,31.42,0.2904
2025-04-04,Premium Hoodie,Outerwear,110.37,2,220.74,0,0.0,84.54,0.3125
2025-04-04,Wool Blend Coat,Outerwear,188.06,1,188.06,0,0.0,74.82,0.3344
2025-04-04,Puffer Jacket Recycled,Outerwear,151.87,1,151.87,0,0.0,62.59,0.2871
2025-04-04,Wrap Midi Dress,Dresses,82.76,1,82.76,0,0.0,30.02,0.3373
2025-04-04,Linen Maxi Dress,Dresses,98.03,2,196.07,0,0.0,70.04,0.3408
2025-04-04,Organic Shirt Dress,Dresses,81.31,2,162.63,0,0.0,56.9,0.2837
2025-04-04,Knit Sweater Dress,Dresses,98.99,1,98.99,0,0.0,36.21,0.287
2025-04-04,Recycled Sneakers,Footwear,87.81,2,175.62,0,0.0,75.28,0.3369
2025-04-04,Leather Ankle Boots,Footwear,141.26,1,141.26,0,0.0,57.75,0.3416
2025-04-04,Canvas Slip-Ons,Footwear,57.28,1,57.28,0,0.0,22.95,0.263
2025-04-04,Weekend Travel Bag,Bags,92.75,1,92.75,0,0.0,31.1,0.3446
2025-04-04,Canvas Tote,Bags,43.54,1,43.54,0,0.0,13.78,0.3213
2025-04-04,Crossbody Bag,Bags,64.01,1,64.01,0,0.0,21.63,0.3075
2025-04-04,Bamboo Sunglasses,Accessories,33.33,2,66.67,0,0.0,19.94,0.2812
2025-04-04,Recycled Beanie,Accessories,21.94,2,43.87,0,0.0,12.84,0.266
2025-04-04,Cork Wallet,Accessories,29.21,2,58.42,0,0.0,17.6,0.3379
2025-04-04,Organic Socks 3-Pack,Accessories,18.43,1,18.43,0,0.0,5.76,0.2932
2025-04-04,Hemp Belt,Accessories,24.59,1,24.59,0,0.0,7.71,0.2619
2025-04-04,Seamless Sports Bra,Activewear,44.57,1,44.57,0,0.0,16.58,0.3399
2025-04-04,Performance Leggings,Activewear,62.39,1,62.39,0,0.0,23.75,0.2796
2025-04-05,Classic Essential Tee,Tops,39.35,2,78.71,0,0.0,30.86,0.2988
2025-04-05,Organic V-Neck,Tops,42.87,2,85.73,0,0.0,34.2,0.3197
2025-04-05,Linen Relaxed Shirt,Tops,58.44,1,58.44,0,0.0,22.57,0.3424
2025-04-05,Oversized Crop Top,Tops,33.35,1,33.35,0,0.0,12.23,0.3121
2025-04-05,Merino Wool Polo,Tops,66.62,1,66.62,0,0.0,25.51,0.2896
2025-04-05,Organic Joggers,Bottoms,56.74,2,113.48,0,0.0,41.26,0.2957
2025-04-05,High-Rise Wide Leg,Bottoms,76.85,1,76.85,0,0.0,28.21,0.3407
2025-04-05,Relaxed Chinos,Bottoms,72.43,1,72.43,0,0.0,25.98,0.28
2025-04-05,Linen Shorts,Bottoms,51.07,1,51.07,0,0.0,17.22,0.2665
2025-04-05,Premium Hoodie,Outerwear,107.46,2,214.91,0,0.0,86.72,0.336
2025-04-05,Puffer Jacket Recycled,Outerwear,143.89,1,143.89,0,0.0,55.95,0.2872
2025-04-05,Wrap Midi Dress,Dresses,81.88,1,81.88,0,0.0,29.81,0.3122
2025-04-05,Linen Maxi Dress,Dresses,94.08,1,94.08,0,0.0,33.11,0.2698
2025-04-05,Organic Shirt Dress,Dresses,88.05,1,88.05,0,0.0,30.31,0.2906
2025-04-05,Knit Sweater Dress,Dresses,102.78,1,102.78,0,0.0,35.67,0.3282
2025-04-05,Recycled Sneakers,Footwear,87.97,1,87.97,0,0.0,36.91,0.2746
2025-04-05,Leather Ankle Boots,Footwear,142.92,1,142.92,0,0.0,59.17,0.2893
2025-04-05,Canvas Slip-Ons,Footwear,58.03,1,58.03,0,0.0,24.57,0.2714
2025-04-05,Weekend Travel Bag,Bags,87.89,1,87.89,0,0.0,30.11,0.2819
2025-04-05,Bamboo Sunglasses,Accessories,36.02,2,72.05,0,0.0,22.3,0.3426
2025-04-05,Recycled Beanie,Accessories,21.64,1,21.64,0,0.0,6.21,0.2737
2025-04-05,Cork Wallet,Accessories,30.36,1,30.36,0,0.0,9.36,0.278
2025-04-05,Organic Socks 3-Pack,Accessories,17.97,1,17.97,0,0.0,5.22,0.2756
2025-04-06,Classic Essential Tee,Tops,38.52,3,115.57,0,0.0,44.97,0.3168
2025-04-06,Organic V-Neck,Tops,46.48,2,92.97,0,0.0,34.08,0.2785
2025-04-06,Linen Relaxed Shirt,Tops,58.75,2,117.5,0,0.0,44.72,0.2835
2025-04-06,Oversized Crop Top,Tops,36.31,1,36.31,0,0.0,13.12,0.284
2025-04-06,Organic Joggers,Bottoms,58.62,2,117.24,0,0.0,39.38,0.3179
2025-04-06,High-Rise Wide Leg,Bottoms,75.02,2,150.03,0,0.0,50.2,0.3032
2025-04-06,Relaxed Chinos,Bottoms,66.14,1,66.14,0,0.0,22.47,0.2633
2025-04-06,Premium Hoodie,Outerwear,109.04,1,109.04,0,0.0,44.19,0.2563
2025-04-06,Wool Blend Coat,Outerwear,181.02,1,181.02,0,0.0,72.09,0.3154
2025-04-06,Puffer Jacket Recycled,Outerwear,142.39,1,142.39,0,0.0,55.82,0.2959
2025-04-06,Wrap Midi Dress,Dresses,80.2,1,80.2,0,0.0,27.43,0.329
2025-04-06,Linen Maxi Dress,Dresses,92.57,1,92.57,0,0.0,34.35,0.3398
2025-04-06,Organic Shirt Dress,Dresses,87.07,1,87.07,0,0.0,29.81,0.2716
2025-04-06,Recycled Sneakers,Footwear,88.39,1,88.39,0,0.0,36.51,0.3398
2025-04-06,Leather Ankle Boots,Footwear,132.31,1,132.31,0,0.0,54.61,0.2701
2025-04-06,Canvas Slip-Ons,Footwear,56.62,1,56.62,0,0.0,24.46,0.2918
2025-04-06,Bamboo Sunglasses,Accessories,35.23,1,35.23,0,0.0,10.06,0.2912
2025-04-06,Recycled Beanie,Accessories,21.35,1,21.35,0,0.0,6.56,0.2672
2025-04-06,Cork Wallet,Accessories,27.66,1,27.66,0,0.0,8.71,0.343
2025-04-06,Hemp Belt,Accessories,23.87,1,23.87,0,0.0,7.07,0.2636
2025-04-07,Classic Essential Tee,Tops,38.05,5,190.24,0,0.0,70.9,0.2641
2025-04-07,Organic V-Neck,Tops,43.53,3,130.6,0,0.0,48.06,0.3426
2025-04-07,Linen Relaxed Shirt,Tops,56.98,3,170.95,0,0.0,66.48,0.3299
2025-04-07,Oversized Crop Top,Tops,34.24,2,68.48,0,0.0,25.06,0.3001
2025-04-07,Merino Wool Polo,Tops,66.98,1,66.98,0,0.0,25.73,0.2554
2025-04-07,Organic Joggers,Bottoms,59.07,3,177.21,0,0.0,61.59,0.3221
2025-04-07,High-Rise Wide Leg,Bottoms,75.63,3,226.88,0,0.0,78.27,0.2958
2025-04-07,Relaxed Chinos,Bottoms,69.86,2,139.73,0,0.0,50.7,0.3146
2025-04-07,Linen Shorts,Bottoms,49.61,1,49.61,0,0.0,16.8,0.2759
2025-04-07,Denim Straight Leg,Bottoms,91.44,1,91.44,0,0.0,31.48,0.2895
2025-04-07,Premium Hoodie,Outerwear,108.58,2,217.16,0,0.0,85.4,0.2791
2025-04-07,Wool Blend Coat,Outerwear,186.92,1,186.92,0,0.0,72.21,0.3335
2025-04-07,Puffer Jacket Recycled,Outerwear,146.73,1,146.73,0,0.0,58.2,0.279
2025-04-07,Rain Jacket,Outerwear,93.76,1,93.76,0,0.0,36.56,0.3178
2025-04-07,Wrap Midi Dress,Dresses,81.99,1,81.99,0,0.0,30.33,0.3381
2025-04-07,Linen Maxi Dress,Dresses,97.09,1,97.09,0,0.0,35.53,0.3055
2025-04-07,Organic Shirt Dress,Dresses,86.7,2,173.4,0,0.0,61.84,0.3343
2025-04-07,Knit Sweater Dress,Dresses,102.84,1,102.84,0,0.0,37.94,0.2732
2025-04-07,Recycled Sneakers,Footwear,91.27,2,182.54,0,0.0,75.8,0.2686
2025-04-07,Leather Ankle Boots,Footwear,138.65,1,138.65,0,0.0,56.23,0.313
2025-04-07,Canvas Slip-Ons,Footwear,61.66,1,61.66,0,0.0,26.53,0.2752
2025-04-07,Weekend Travel Bag,Bags,92.92,1,92.92,0,0.0,30.01,0.3
2025-04-07,Canvas Tote,Bags,45.76,1,45.76,0,0.0,14.39,0.2904
2025-04-07,Crossbody Bag,Bags,63.67,1,63.67,0,0.0,20.95,0.3104
2025-04-07,Bamboo Sunglasses,Accessories,35.91,2,71.81,0,0.0,22.16,0.2637
2025-04-07,Recycled Beanie,Accessories,22.38,2,44.76,0,0.0,13.42,0.3357
2025-04-07,Cork Wallet,Accessories,28.12,1,28.12,0,0.0,8.4,0.2571
2025-04-07,Organic Socks 3-Pack,Accessories,17.95,1,17.95,0,0.0,5.32,0.2699
2025-04-07,Hemp Belt,Accessories,23.76,1,23.76,0,0.0,6.84,0.2931
2025-04-07,Seamless Sports Bra,Activewear,45.24,1,45.24,0,0.0,17.09,0.2676
2025-04-07,Performance Leggings,Activewear,65.48,1,65.48,0,0.0,23.3,0.3431
2025-04-08,Classic Essential Tee,Tops,40.1,4,160.41,0,0.0,60.6,0.3128
2025-04-08,Organic V-Neck,Tops,46.12,4,184.48,0,0.0,73.56,0.29
2025-04-08,Linen Relaxed Shirt,Tops,58.08,3,174.25,0,0.0,65.58,0.2722
2025-04-08,Oversized Crop Top,Tops,33.74,1,33.74,0,0.0,13.37,0.308
2025-04-08,Merino Wool Polo,Tops,61.82,1,61.82,0,0.0,23.25,0.3005
2025-04-08,Organic Joggers,Bottoms,61.91,3,185.73,0,0.0,62.46,0.3182
2025-04-08,High-Rise Wide Leg,Bottoms,73.44,2,146.88,0,0.0,51.2,0.2956
2025-04-08,Relaxed Chinos,Bottoms,68.39,2,136.78,0,0.0,49.74,0.2846
2025-04-08,Linen Shorts,Bottoms,46.71,1,46.71,0,0.0,17.09,0.2865
2025-04-08,Denim Straight Leg,Bottoms,84.8,1,84.8,0,0.0,29.39,0.3061
2025-04-08,Premium Hoodie,Outerwear,110.94,1,110.94,0,0.0,45.53,0.2754
2025-04-08,Wool Blend Coat,Outerwear,184.69,1,184.69,0,0.0,73.7,0.33
2025-04-08,Puffer Jacket Recycled,Outerwear,140.72,1,140.72,0,0.0,57.33,0.264
2025-04-08,Wrap Midi Dress,Dresses,81.35,2,162.69,0,0.0,57.2,0.341
2025-04-08,Linen Maxi Dress,Dresses,94.94,2,189.88,0,0.0,66.42,0.2776
2025-04-08,Organic Shirt Dress,Dresses,81.63,1,81.63,0,0.0,27.95,0.3139
2025-04-08,Knit Sweater Dress,Dresses,100.56,1,100.56,0,0.0,37.19,0.283
2025-04-08,Recycled Sneakers,Footwear,85.99,2,171.98,0,0.0,75.2,0.3056
2025-04-08,Leather Ankle Boots,Footwear,143.91,1,143.91,0,0.0,63.02,0.304
2025-04-08,Canvas Slip-Ons,Footwear,61.74,1,61.74,0,0.0,26.91,0.2772
2025-04-08,Weekend Travel Bag,Bags,93.05,1,93.05,0,0.0,31.53,0.3356
2025-04-08,Canvas Tote,Bags,44.11,1,44.11,0,0.0,14.21,0.2604
2025-04-08,Crossbody Bag,Bags,62.24,1,62.24,0,0.0,19.64,0.3436
2025-04-08,Bamboo Sunglasses,Accessories,36.18,1,36.18,0,0.0,11.32,0.3379
2025-04-08,Recycled Beanie,Accessories,21.08,2,42.15,0,0.0,13.0,0.3182
2025-04-08,Cork Wallet,Accessories,28.99,1,28.99,0,0.0,8.44,0.3185
2025-04-08,Organic Socks 3-Pack,Accessories,17.66,1,17.66,0,0.0,5.48,0.2672
2025-04-08,Hemp Belt,Accessories,25.42,1,25.42,0,0.0,7.25,0.3019
2025-04-08,Seamless Sports Bra,Activewear,43.15,1,43.15,0,0.0,15.31,0.303
2025-04-08,Performance Leggings,Activewear,63.69,1,63.69,0,0.0,22.71,0.3177
2025-04-09,Classic Essential Tee,Tops,38.91,5,194.54,0,0.0,74.0,0.2815
2025-04-09,Organic V-Neck,Tops,45.47,3,136.42,0,0.0,50.49,0.2622
2025-04-09,Linen Relaxed Shirt,Tops,59.0,3,176.99,0,0.0,68.04,0.3437
2025-04-09,Oversized Crop Top,Tops,35.27,1,35.27,0,0.0,13.12,0.2687
2025-04-09,Merino Wool Polo,Tops,67.45,1,67.45,0,0.0,24.54,0.3378
2025-04-09,Organic Joggers,Bottoms,56.35,2,112.71,0,0.0,39.82,0.3146
2025-04-09,High-Rise Wide Leg,Bottoms,74.3,2,148.6,0,0.0,50.72,0.27
2025-04-09,Relaxed Chinos,Bottoms,70.78,2,141.56,0,0.0,49.52,0.2618
2025-04-09,Linen Shorts,Bottoms,48.33,1,48.33,0,0.0,16.89,0.3391
2025-04-09,Denim Straight Leg,Bottoms,89.38,1,89.38,0,0.0,31.92,0.3023
2025-04-09,Premium Hoodie,Outerwear,109.19,2,218.37,0,0.0,88.26,0.3434
2025-04-09,Wool Blend Coat,Outerwear,198.09,1,198.09,0,0.0,75.52,0.3441
2025-04-09,Puffer Jacket Recycled,Outerwear,142.69,1,142.69,0,0.0,56.8,0.3375
2025-04-09,Wrap Midi Dress,Dresses,79.04,2,158.08,0,0.0,59.1,0.2716
2025-04-09,Linen Maxi Dress,Dresses,91.07,1,91.07,0,0.0,31.66,0.3234
2025-04-09,Organic Shirt Dress,Dresses,83.87,1,83.87,0,0.0,29.47,0.2979
2025-04-09,Knit Sweater Dress,Dresses,94.87,1,94.87,0,0.0,35.38,0.2797
2025-04-09,Recycled Sneakers,Footwear,84.6,2,169.19,0,0.0,73.32,0.341
2025-04-09,Leather Ankle Boots,Footwear,134.55,1,134.55,0,0.0,53.92,0.2951
2025-04-09,Canvas Slip-Ons,Footwear,61.22,1,61.22,0,0.0,24.44,0.3281
2025-04-09,Weekend Travel Bag,Bags,89.89,1,89.89,0,0.0,30.17,0.3274
2025-04-09,Canvas Tote,Bags,43.36,1,43.36,0,0.0,13.79,0.2702
2025-04-09,Crossbody Bag,Bags,62.47,1,62.47,0,0.0,20.31,0.2695
2025-04-09,Bamboo Sunglasses,Accessories,35.18,1,35.18,0,0.0,10.22,0.2806
2025-04-09,Recycled Beanie,Accessories,21.94,2,43.87,0,0.0,13.64,0.2872
2025-04-09,Cork Wallet,Accessories,29.28,1,29.28,0,0.0,8.37,0.2585
2025-04-09,Organic Socks 3-Pack,Accessories,17.58,1,17.58,0,0.0,5.33,0.2886
2025-04-09,Hemp Belt,Accessories,25.51,1,25.51,0,0.0,7.99,0.2577
2025-04-09,Seamless Sports Bra,Activewear,46.23,1,46.23,0,0.0,16.58,0.3399
2025-04-09,Performance Leggings,Activewear,62.82,1,62.82,0,0.0,23.58,0.3381
2025-04-10,Classic Essential Tee,Tops,39.54,4,158.18,0,0.0,62.72,0.299
2025-04-10,Organic V-Neck,Tops,45.44,4,181.78,0,0.0,68.84,0.2665
2025-04-10,Linen Relaxed Shirt,Tops,61.07,3,183.22,0,0.0,66.3,0.311
2025-04-10,Oversized Crop Top,Tops,35.74,2,71.49,0,0.0,26.7,0.3102
2025-04-10,Merino Wool Polo,Tops,62.57,1,62.57,0,0.0,24.4,0.2636
2025-04-10,Organic Joggers,Bottoms,57.75,3,173.25,0,0.0,60.96,0.2809
2025-04-10,High-Rise Wide Leg,Bottoms,72.22,3,216.65,0,0.0,72.3,0.3009
2025-04-10,Relaxed Chinos,Bottoms,69.76,2,139.52,0,0.0,46.5,0.286
2025-04-10,Linen Shorts,Bottoms,49.29,2,98.58,0,0.0,35.22,0.3446
2025-04-10,Denim Straight Leg,Bottoms,89.76,1,89.76,0,0.0,30.21,0.275
2025-04-10,Premium Hoodie,Outerwear,112.48,2,224.96,0,0.0,91.96,0.3376
2025-04-10,Wool Blend Coat,Outerwear,193.17,1,193.17,0,0.0,78.01,0.3283
2025-04-10,Puffer Jacket Recycled,Outerwear,151.64,1,151.64,0,0.0,63.17,0.3083
2025-04-10,Wrap Midi Dress,Dresses,79.35,2,158.71,0,0.0,55.86,0.3213
2025-04-10,Linen Maxi Dress,Dresses,95.98,2,191.95,0,0.0,68.62,0.3171
2025-04-10,Organic Shirt Dress,Dresses,82.05,1,82.05,0,0.0,29.86,0.2563
2025-04-10,Knit Sweater Dress,Dresses,94.53,1,94.53,0,0.0,33.46,0.276
2025-04-10,Recycled Sneakers,Footwear,87.85,2,175.71,0,0.0,76.7,0.2837
2025-04-10,Leather Ankle Boots,Footwear,133.35,1,133.35,0,0.0,54.45,0.2612
2025-04-10,Canvas Slip-Ons,Footwear,59.31,1,59.31,0,0.0,24.01,0.2568
2025-04-10,Weekend Travel Bag,Bags,88.81,1,88.81,0,0.0,29.01,0.3126
2025-04-10,Canvas Tote,Bags,44.08,1,44.08,0,0.0,14.26,0.2999
2025-04-10,Crossbody Bag,Bags,63.85,1,63.85,0,0.0,21.86,0.2804
2025-04-10,Bamboo Sunglasses,Accessories,35.85,1,35.85,0,0.0,11.19,0.2821
2025-04-10,Recycled Beanie,Accessories,20.97,1,20.97,0,0.0,6.03,0.2827
2025-04-10,Cork Wallet,Accessories,28.54,2,57.08,0,0.0,17.88,0.2647
2025-04-10,Organic Socks 3-Pack,Accessories,17.67,1,17.67,0,0.0,5.18,0.3385
2025-04-10,Hemp Belt,Accessories,25.84,1,25.84,0,0.0,7.8,0.2696
2025-04-10,Performance Leggings,Activewear,63.3,1,63.3,0,0.0,24.04,0.268
2025-04-10,Running Tank,Activewear,39.69,1,39.69,0,0.0,14.38,0.275
2025-04-11,Classic Essential Tee,Tops,40.64,4,162.58,0,0.0,59.56,0.2591
2025-04-11,Organic V-Neck,Tops,46.48,2,92.95,0,0.0,35.7,0.3364
2025-04-11,Linen Relaxed Shirt,Tops,59.59,3,178.77,0,0.0,67.53,0.2816
2025-04-11,Oversized Crop Top,Tops,33.74,1,33.74,0,0.0,12.35,0.2917
2025-04-11,Merino Wool Polo,Tops,66.75,1,66.75,0,0.0,26.39,0.2767
2025-04-11,Organic Joggers,Bottoms,58.45,2,116.89,0,0.0,41.34,0.3441
2025-04-11,High-Rise Wide Leg,Bottoms,72.91,1,72.91,0,0.0,24.56,0.258
2025-04-11,Relaxed Chinos,Bottoms,71.34,1,71.34,0,0.0,25.18,0.2822
2025-04-11,Linen Shorts,Bottoms,50.57,1,50.57,0,0.0,16.83,0.2926
2025-04-11,Denim Straight Leg,Bottoms,84.98,1,84.98,0,0.0,29.97,0.274
2025-04-11,Premium Hoodie,Outerwear,109.88,2,219.77,0,0.0,87.8,0.2552
2025-04-11,Wool Blend Coat,Outerwear,183.02,1,183.02,0,0.0,73.81,0.264
2025-04-11,Puffer Jacket Recycled,Outerwear,149.95,1,149.95,0,0.0,59.24,0.2803
2025-04-11,Wrap Midi Dress,Dresses,77.96,2,155.92,0,0.0,58.76,0.3204
